MCM Name,Smiles String,InChl Identifier,formula,idx_species
MEBFUO2, CC1(O[O])C(O)C(CC)OC1=O ," InChI=1S/C7H11O5/c1-3-4-5(8)7(2,12-10)6(9)11-4/h4-5,8H,3H2,1-2H3 ",C7H11O5,3137
C6CO243OH, CCC(=O)C(O)C(=O)C ," InChI=1S/C6H10O3/c1-3-5(8)6(9)4(2)7/h6,9H,3H2,1-2H3 ",C6H10O3,3138
EMPHCOMOOH, OOCC(=O)c1cc(C)cc(CC)c1 ," InChI=1S/C11H14O3/c1-3-9-4-8(2)5-10(6-9)11(12)7-14-13/h4-6,13H,3,7H2,1-2H3 ",C11H14O3,3139
EMPHCOMO, [O]CC(=O)c1cc(CC)cc(C)c1 ," InChI=1S/C11H13O2/c1-3-9-4-8(2)5-10(6-9)11(13)7-12/h4-6H,3,7H2,1-2H3 ",C11H13O2,3140
EMPHCOMOH, OCC(=O)c1cc(CC)cc(C)c1 ," InChI=1S/C11H14O2/c1-3-9-4-8(2)5-10(6-9)11(13)7-12/h4-6,12H,3,7H2,1-2H3 ",C11H14O2,3141
EMPHGLYOX, O=CC(=O)c1cc(CC)cc(C)c1 ," InChI=1S/C11H12O2/c1-3-9-4-8(2)5-10(6-9)11(13)7-12/h4-7H,3H2,1-2H3 ",C11H12O2,3142
EMPHCO3H, OOC(=O)c1cc(CC)cc(C)c1 ," InChI=1S/C10H12O3/c1-3-8-4-7(2)5-9(6-8)10(11)13-12/h4-6,12H,3H2,1-2H3 ",C10H12O3,3143
EMPHO2, CCc1cc(O[O])cc(C)c1 ," InChI=1S/C9H11O2/c1-3-8-4-7(2)5-9(6-8)11-10/h4-6H,3H2,1-2H3 ",C9H11O2,3144
EMPHPAN, CCc1cc(C)cc(c1)C(=O)OON(=O)=O ," InChI=1S/C10H11NO5/c1-3-8-4-7(2)5-9(6-8)10(12)15-16-11(13)14/h4-6H,3H2,1-2H3 ",C10H11NO5,3145
C7DDCCO2H, CCC(=O)C=C(C)C(=O)O ," InChI=1S/C7H10O3/c1-3-6(8)4-5(2)7(9)10/h4H,3H2,1-2H3,(H,9,10) ",C7H10O3,3146
C7ODLBCO3H, CCC(=O)C=C(CC)C(=O)OO ," InChI=1S/C8H12O4/c1-3-6(8(10)12-11)5-7(9)4-2/h5,11H,3-4H2,1-2H3 ",C8H12O4,3147
C7CODBPAN, CCC(=O)C=C(CC)C(=O)OON(=O)=O ," InChI=1S/C8H11NO6/c1-3-6(5-7(10)4-2)8(11)14-15-9(12)13/h5H,3-4H2,1-2H3 ",C8H11NO6,3148
EPXEKTCO2H, CCC1(OC1C(=O)C)C(=O)O ," InChI=1S/C7H10O4/c1-3-7(6(9)10)5(11-7)4(2)8/h5H,3H2,1-2H3,(H,9,10) ",C7H10O4,3149
EPXEKTCO3H, CCC1(OC1C(=O)C)C(=O)OO ," InChI=1S/C7H10O5/c1-3-7(6(9)12-10)5(11-7)4(2)8/h5,10H,3H2,1-2H3 ",C7H10O5,3150
EPXEKTPAN, CCC1(OC1C(=O)C)C(=O)OON(=O)=O ," InChI=1S/C7H9NO7/c1-3-7(5(13-7)4(2)9)6(10)14-15-8(11)12/h5H,3H2,1-2H3 ",C7H9NO7,3151
C3EDIALOOH, CCC(OO)(C=O)C=O ," InChI=1S/C5H8O4/c1-2-5(3-6,4-7)9-8/h3-4,8H,2H2,1H3 ",C5H8O4,3152
C3EDIALO, CCC([O])(C=O)C=O ," InChI=1S/C5H7O3/c1-2-5(8,3-6)4-7/h3-4H,2H2,1H3 ",C5H7O3,3153
C3EDIALOH, CCC(O)(C=O)C=O ," InChI=1S/C5H8O3/c1-2-5(8,3-6)4-7/h3-4,8H,2H2,1H3 ",C5H8O3,3154
CO24C63OOH, OOC(C(=O)C)C(=O)CC ," InChI=1S/C6H10O4/c1-3-5(8)6(10-9)4(2)7/h6,9H,3H2,1-2H3 ",C6H10O4,3155
CO24C63O, CCC(=O)C([O])C(=O)C ," InChI=1S/C6H9O3/c1-3-5(8)6(9)4(2)7/h6H,3H2,1-2H3 ",C6H9O3,3156
CO234C6, CCC(=O)C(=O)C(=O)C ," InChI=1S/C6H8O3/c1-3-5(8)6(9)4(2)7/h3H2,1-2H3 ",C6H8O3,3157
CCL3CO3H, OOC(=O)C(Cl)(Cl)Cl ," InChI=1S/C2HCl3O3/c3-2(4,5)1(6)8-7/h7H ",C2HCl3O3,3158
CCL3PAN, O=N(=O)OOC(=O)C(Cl)(Cl)Cl ," InChI=1S/C2Cl3NO5/c3-2(4,5)1(7)10-11-6(8)9 ",C2Cl3NO5,3159
CLETO2H, OC(=O)CCl ," InChI=1S/C2H3ClO2/c3-1-2(4)5/h1H2,(H,4,5) ",C2H3ClO2,3160
CLETO3H, OOC(=O)CCl ," InChI=1S/C2H3ClO3/c3-1-2(4)6-5/h5H,1H2 ",C2H3ClO3,3161
CLETPAN, ClCC(=O)OON(=O)=O , InChI=1S/C2H2ClNO5/c3-1-2(5)8-9-4(6)7/h1H2 ,C2H2ClNO5,3162
CL2OHCO3H, OOC(=O)C(O)(Cl)Cl ," InChI=1S/C2H2Cl2O4/c3-2(4,6)1(5)8-7/h6-7H ",C2H2Cl2O4,3163
CL2OHPAN, O=N(=O)OOC(=O)C(O)(Cl)Cl ," InChI=1S/C2HCl2NO6/c3-2(4,7)1(6)10-11-5(8)9/h7H ",C2HCl2NO6,3164
CL12CO2H, OC(=O)C(Cl)CCl ," InChI=1S/C3H4Cl2O2/c4-1-2(5)3(6)7/h2H,1H2,(H,6,7) ",C3H4Cl2O2,3165
CL12CO3H, OOC(=O)C(Cl)CCl ," InChI=1S/C3H4Cl2O3/c4-1-2(5)3(6)8-7/h2,7H,1H2 ",C3H4Cl2O3,3166
CL12PAN, ClCC(Cl)C(=O)OON(=O)=O ," InChI=1S/C3H3Cl2NO5/c4-1-2(5)3(7)10-11-6(8)9/h2H,1H2 ",C3H3Cl2NO5,3167
CH3COCCLO2, CC(=O)C(Cl)O[O] ," InChI=1S/C3H4ClO3/c1-2(5)3(4)7-6/h3H,1H3 ",C3H4ClO3,3168
CLCOCLMOOH, CC(Cl)(OO)C(=O)Cl ," InChI=1S/C3H4Cl2O3/c1-3(5,8-7)2(4)6/h7H,1H3 ",C3H4Cl2O3,3169
CLCOCLMEO, ClC(=O)C(C)([O])Cl ," InChI=1S/C3H3Cl2O2/c1-3(5,7)2(4)6/h1H3 ",C3H3Cl2O2,3170
CHCL2CO2H, ClC(Cl)C(=O)O ," InChI=1S/C2H2Cl2O2/c3-1(4)2(5)6/h1H,(H,5,6) ",C2H2Cl2O2,3171
CHCL2CO3H, OOC(=O)C(Cl)Cl ," InChI=1S/C2H2Cl2O3/c3-1(4)2(5)7-6/h1,6H ",C2H2Cl2O3,3172
CHCL2PAN, O=N(=O)OOC(=O)C(Cl)Cl , InChI=1S/C2HCl2NO5/c3-1(4)2(6)9-10-5(7)8/h1H ,C2HCl2NO5,3173
CLCOCH2OOH, OOCC(=O)Cl ," InChI=1S/C2H3ClO3/c3-2(4)1-6-5/h5H,1H2 ",C2H3ClO3,3174
CLCOCH2O, [O]CC(=O)Cl , InChI=1S/C2H2ClO2/c3-2(5)1-4/h1H2 ,C2H2ClO2,3175
CLCOCCL2O2, [O]OC(Cl)(Cl)C(=O)Cl ," InChI=1S/C2Cl3O3/c3-1(6)2(4,5)8-7 ",C2Cl3O3,3176
CLCOCLOOH, OOC(Cl)C(=O)Cl ," InChI=1S/C2H2Cl2O3/c3-1(5)2(4)7-6/h2,6H ",C2H2Cl2O3,3177
CLCOCLO, ClC(=O)C([O])Cl , InChI=1S/C2HCl2O2/c3-1(5)2(4)6/h1H ,C2HCl2O2,3178
CLOHCO2H, OC(=O)C(O)Cl ," InChI=1S/C2H3ClO3/c3-1(4)2(5)6/h1,4H,(H,5,6) ",C2H3ClO3,3179
CLOHCO3H, OOC(=O)C(O)Cl ," InChI=1S/C2H3ClO4/c3-1(4)2(5)7-6/h1,4,6H ",C2H3ClO4,3180
CLOHPAN, O=N(=O)OOC(=O)C(O)Cl ," InChI=1S/C2H2ClNO6/c3-1(5)2(6)9-10-4(7)8/h1,5H ",C2H2ClNO6,3181
HNMVKOOH, OCC(OO)C(=O)CON(=O)=O ," InChI=1S/C4H7NO7/c6-1-4(12-10)3(7)2-11-5(8)9/h4,6,10H,1-2H2 ",C4H7NO7,3182
HNMVKO, OCC([O])C(=O)CON(=O)=O ," InChI=1S/C4H6NO6/c6-1-3(7)4(8)2-11-5(9)10/h3,6H,1-2H2 ",C4H6NO6,3183
HNBIACET, OCC(=O)C(=O)CON(=O)=O ," InChI=1S/C4H5NO6/c6-1-3(7)4(8)2-11-5(9)10/h6H,1-2H2 ",C4H5NO6,3184
HNMVKOH, OCC(O)C(=O)CON(=O)=O ," InChI=1S/C4H7NO6/c6-1-3(7)4(8)2-11-5(9)10/h3,6-7H,1-2H2 ",C4H7NO6,3185
NC3CO2H, O=N(=O)OCC=CC(=O)O ," InChI=1S/C4H5NO5/c6-4(7)2-1-3-10-5(8)9/h1-2H,3H2,(H,6,7) ",C4H5NO5,3186
NC3CO3H, OOC(=O)C=CCON(=O)=O ," InChI=1S/C4H5NO6/c6-4(11-9)2-1-3-10-5(7)8/h1-2,9H,3H2 ",C4H5NO6,3187
C4PAN9, O=N(=O)OCC=CC(=O)OON(=O)=O ," InChI=1S/C4H4N2O8/c7-4(13-14-6(10)11)2-1-3-12-5(8)9/h1-2H,3H2 ",C4H4N2O8,3188
NAOO, [O-][O+]=CCCON(=O)=O ," InChI=1S/C3H5NO5/c5-4(6)8-2-1-3-9-7/h3H,1-2H2 ",C3H5NO5,3189
C42OOH, OOC(CON(=O)=O)C(O)C=O ," InChI=1S/C4H7NO7/c6-1-3(7)4(12-10)2-11-5(8)9/h1,3-4,7,10H,2H2 ",C4H7NO7,3190
C42O, O=CC(O)C([O])CON(=O)=O ," InChI=1S/C4H6NO6/c6-1-3(7)4(8)2-11-5(9)10/h1,3-4,7H,2H2 ",C4H6NO6,3191
C42OH, O=CC(O)C(O)CON(=O)=O ," InChI=1S/C4H7NO6/c6-1-3(7)4(8)2-11-5(9)10/h1,3-4,7-8H,2H2 ",C4H7NO6,3192
H3NCO2CHO, O=CC(O)C(=O)CON(=O)=O ," InChI=1S/C4H5NO6/c6-1-3(7)4(8)2-11-5(9)10/h1,3,7H,2H2 ",C4H5NO6,3193
HC3CO2H, OCC=CC(=O)O ," InChI=1S/C4H6O3/c5-3-1-2-4(6)7/h1-2,5H,3H2,(H,6,7) ",C4H6O3,3194
HC3CO3H, OCC=CC(=O)OO ," InChI=1S/C4H6O4/c5-3-1-2-4(6)8-7/h1-2,5,7H,3H2 ",C4H6O4,3195
C4PAN7, OCC=CC(=O)OON(=O)=O ," InChI=1S/C4H5NO6/c6-3-1-2-4(7)10-11-5(8)9/h1-2,6H,3H2 ",C4H5NO6,3196
GAOO, [O-][O+]=CCO ," InChI=1S/C2H4O3/c3-1-2-5-4/h2-3H,1H2 ",C2H4O3,3197
C41OOH, OCC(OO)C(O)C=O ," InChI=1S/C4H8O5/c5-1-3(7)4(2-6)9-8/h1,3-4,6-8H,2H2 ",C4H8O5,3198
C41NO3, OCC(ON(=O)=O)C(O)C=O ," InChI=1S/C4H7NO6/c6-1-3(8)4(2-7)11-5(9)10/h1,3-4,7-8H,2H2 ",C4H7NO6,3199
C41O, OCC([O])C(O)C=O ," InChI=1S/C4H7O4/c5-1-3(7)4(8)2-6/h1,3-4,6-7H,2H2 ",C4H7O4,3200
C41OH, OCC(O)C(O)C=O ," InChI=1S/C4H8O4/c5-1-3(7)4(8)2-6/h1,3-4,6-8H,2H2 ",C4H8O4,3201
H13CO2CHO, OC(C=O)C(=O)CO ," InChI=1S/C4H6O4/c5-1-3(7)4(8)2-6/h1,3,6-7H,2H2 ",C4H6O4,3202
HMGLOO, [O-][O+]=CC(=O)CO ," InChI=1S/C3H4O4/c4-1-3(5)2-7-6/h2,4H,1H2 ",C3H4O4,3203
MVKOHAOOH, OOCC(O)C(=O)CO ," InChI=1S/C4H8O5/c5-1-3(6)4(7)2-9-8/h4-5,7-8H,1-2H2 ",C4H8O5,3204
MVKOHANO3, OCC(=O)C(O)CON(=O)=O ," InChI=1S/C4H7NO6/c6-1-3(7)4(8)2-11-5(9)10/h4,6,8H,1-2H2 ",C4H7NO6,3205
MVKOHAO, OCC(=O)C(O)C[O] ," InChI=1S/C4H7O4/c5-1-3(7)4(8)2-6/h3,6-7H,1-2H2 ",C4H7O4,3206
MVKOHAOH, OCC(=O)C(O)CO ," InChI=1S/C4H8O4/c5-1-3(7)4(8)2-6/h3,5-7H,1-2H2 ",C4H8O4,3207
MVKOHBOOH, OCC(=O)C(CO)OO ," InChI=1S/C4H8O5/c5-1-3(7)4(2-6)9-8/h4-6,8H,1-2H2 ",C4H8O5,3208
MVKOHBO, OCC(=O)C([O])CO ," InChI=1S/C4H7O4/c5-1-3(7)4(8)2-6/h3,5-6H,1-2H2 ",C4H7O4,3209
H14CO23C4, OCC(=O)C(=O)CO ," InChI=1S/C4H6O4/c5-1-3(7)4(8)2-6/h5-6H,1-2H2 ",C4H6O4,3210
HC3CCO3H, OC(C=C)C(=O)OO ," InChI=1S/C4H6O4/c1-2-3(5)4(6)8-7/h2-3,5,7H,1H2 ",C4H6O4,3211
C4PAN8, C=CC(O)C(=O)OON(=O)=O ," InChI=1S/C4H5NO6/c1-2-3(6)4(7)10-11-5(8)9/h2-3,6H,1H2 ",C4H5NO6,3212
C527O2, [O]OC(C(OO)(CO)C)C=O ," InChI=1S/C5H9O6/c1-5(3-7,11-9)4(2-6)10-8/h2,4,7,9H,3H2,1H3 ",C5H9O6,3213
M3F, Cc1cocc1 ," InChI=1S/C5H6O/c1-5-2-3-6-4-5/h2-4H,1H3 ",C5H6O,3214
NC3OO, [O-][O+]=C(C)CON(=O)=O ," InChI=1S/C3H5NO5/c1-3(9-7)2-8-4(5)6/h2H2,1H3 ",C3H5NO5,3215
INCOOH, OCC(OO)C(C)(O)CON(=O)=O ," InChI=1S/C5H11NO7/c1-5(8,3-12-6(9)10)4(2-7)13-11/h4,7-8,11H,2-3H2,1H3 ",C5H11NO7,3216
INCNO3, OCC(ON(=O)=O)C(C)(O)CON(=O)=O ," InChI=1S/C5H10N2O8/c1-5(9,3-14-6(10)11)4(2-8)15-7(12)13/h4,8-9H,2-3H2,1H3 ",C5H10N2O8,3217
INCO, OCC([O])C(C)(O)CON(=O)=O ," InChI=1S/C5H10NO6/c1-5(9,4(8)2-7)3-12-6(10)11/h4,7,9H,2-3H2,1H3 ",C5H10NO6,3218
INCCO, OCC(=O)C(C)(O)CON(=O)=O ," InChI=1S/C5H9NO6/c1-5(9,4(8)2-7)3-12-6(10)11/h7,9H,2-3H2,1H3 ",C5H9NO6,3219
INCOH, OCC(O)C(C)(O)CON(=O)=O ," InChI=1S/C5H11NO6/c1-5(9,4(8)2-7)3-12-6(10)11/h4,7-9H,2-3H2,1H3 ",C5H11NO6,3220
NC4CO2H, O=N(=O)OCC(=CC(=O)O)C ," InChI=1S/C5H7NO5/c1-4(2-5(7)8)3-11-6(9)10/h2H,3H2,1H3,(H,7,8) ",C5H7NO5,3221
NC4CO3H, OOC(=O)C=C(C)CON(=O)=O ," InChI=1S/C5H7NO6/c1-4(2-5(7)12-10)3-11-6(8)9/h2,10H,3H2,1H3 ",C5H7NO6,3222
C5PAN18, O=N(=O)OCC(=CC(=O)OON(=O)=O)C ," InChI=1S/C5H6N2O8/c1-4(3-13-6(9)10)2-5(8)14-15-7(11)12/h2H,3H2,1H3 ",C5H6N2O8,3223
NOAOO, [O-][O+]=C(C)CON(=O)=O ," InChI=1S/C3H5NO5/c1-3(9-7)2-8-4(5)6/h2H2,1H3 ",C3H5NO5,3224
C510OOH, O=CC(O)C(C)(OO)CON(=O)=O ," InChI=1S/C5H9NO7/c1-5(13-11,4(8)2-7)3-12-6(9)10/h2,4,8,11H,3H2,1H3 ",C5H9NO7,3225
C510O, O=CC(O)C(C)([O])CON(=O)=O ," InChI=1S/C5H8NO6/c1-5(9,4(8)2-7)3-12-6(10)11/h2,4,8H,3H2,1H3 ",C5H8NO6,3226
C510OH, O=CC(O)C(C)(O)CON(=O)=O ," InChI=1S/C5H9NO6/c1-5(9,4(8)2-7)3-12-6(10)11/h2,4,8-9H,3H2,1H3 ",C5H9NO6,3227
CO2N3CHO, O=CC(ON(=O)=O)C(=O)C ," InChI=1S/C4H5NO5/c1-3(7)4(2-6)10-5(8)9/h2,4H,1H3 ",C4H5NO5,3228
IEPOXA, CC(O)(CO)C1CO1 ," InChI=1S/C5H10O3/c1-5(7,3-6)4-2-8-4/h4,6-7H,2-3H2,1H3 ",C5H10O3,3229
C526O2, OCC(C(C=O)(O[O])C)OO ," InChI=1S/C5H9O6/c1-5(3-7,11-9)4(2-6)10-8/h3-4,6,8H,2H2,1H3 ",C5H9O6,3230
NC2OOA, [O-][O+]=CCON(=O)=O ," InChI=1S/C2H3NO5/c4-3(5)7-1-2-8-6/h2H,1H2 ",C2H3NO5,3231
ACLOOA, [O-][O+]=C(C)CO ," InChI=1S/C3H6O3/c1-3(2-4)6-5/h4H,2H2,1H3 ",C3H6O3,3232
C536OOH, OOCC(C(C=O)(OO)C)OO ," InChI=1S/C5H10O7/c1-5(3-6,12-9)4(11-8)2-10-7/h3-4,7-9H,2H2,1H3 ",C5H10O7,3233
C536O, OOCC(C(C=O)([O])C)OO ," InChI=1S/C5H9O6/c1-5(7,3-6)4(11-9)2-10-8/h3-4,8-9H,2H2,1H3 ",C5H9O6,3234
DHPMEK, OOCC(C(=O)C)OO ," InChI=1S/C4H8O5/c1-3(5)4(9-7)2-8-6/h4,6-7H,2H2,1H3 ",C4H8O5,3235
PGAOOB, [O-][O+]=CCOO ," InChI=1S/C2H4O4/c3-5-1-2-6-4/h1,4H,2H2 ",C2H4O4,3236
C4MALOHOOH, O=CC(O)C(C)(OO)C=O ," InChI=1S/C5H8O5/c1-5(3-7,10-9)4(8)2-6/h2-4,8-9H,1H3 ",C5H8O5,3237
HVMK, CC(=O)C=CO ," InChI=1S/C4H6O2/c1-4(6)2-3-5/h2-3,5H,1H3 ",C4H6O2,3238
HC4ACO3, OCC(=CC(=O)O[O])C ," InChI=1S/C5H7O4/c1-4(3-6)2-5(7)9-8/h2,6H,3H2,1H3 ",C5H7O4,3239
C58AO2, [O]OC(C(CO)(O)C)C=O ," InChI=1S/C5H9O5/c1-5(8,3-7)4(2-6)10-9/h2,4,7-8H,3H2,1H3 ",C5H9O5,3240
IEPOXB, OCC1OC1(C)CO ," InChI=1S/C5H10O3/c1-5(3-7)4(2-6)8-5/h4,6-7H,2-3H2,1H3 ",C5H10O3,3241
MACRNOOA, [O-][O+]=CC(C)(CO)ON(=O)=O ," InChI=1S/C4H7NO6/c1-4(2-6,3-10-9)11-5(7)8/h3,6H,2H2,1H3 ",C4H7NO6,3242
INB1O2, OCC(O[O])C(C)(CO)ON(=O)=O ," InChI=1S/C5H10NO7/c1-5(3-8,13-6(9)10)4(2-7)12-11/h4,7-8H,2-3H2,1H3 ",C5H10NO7,3243
INB2O2, [O]OCC(O)C(C)(CO)ON(=O)=O ," InChI=1S/C5H10NO7/c1-5(3-7,13-6(9)10)4(8)2-12-11/h4,7-8H,2-3H2,1H3 ",C5H10NO7,3244
IEPOXC, CC1(CO1)C(O)CO ," InChI=1S/C5H10O3/c1-5(3-8-5)4(7)2-6/h4,6-7H,2-3H2,1H3 ",C5H10O3,3245
C537OOH, OOCC(C(C=O)OO)(OO)C ," InChI=1S/C5H10O7/c1-5(12-9,3-10-7)4(2-6)11-8/h2,4,7-9H,3H2,1H3 ",C5H10O7,3246
C537O, OOCC(C(C=O)[O])(OO)C ," InChI=1S/C5H9O6/c1-5(11-9,3-10-8)4(7)2-6/h2,4,8-9H,3H2,1H3 ",C5H9O6,3247
DHPMPAL, OOCC(C=O)(OO)C ," InChI=1S/C4H8O5/c1-4(2-5,9-7)3-8-6/h2,6-7H,3H2,1H3 ",C4H8O5,3248
C5PACALD2, OOC(=O)/C=C(\C=O)/C ," InChI=1S/C5H6O4/c1-4(3-6)2-5(7)9-8/h2-3,8H,1H3/b4-2- ",C5H6O4,3249
PACLOOA, [O-][O+]=C(COO)C ," InChI=1S/C3H6O4/c1-3(7-5)2-6-4/h4H,2H2,1H3 ",C3H6O4,3250
HPC52O2, OOCC(C(C=O)O)(O[O])C ," InChI=1S/C5H9O6/c1-5(11-9,3-10-8)4(7)2-6/h2,4,7-8H,3H2,1H3 ",C5H9O6,3251
HC4CCO3, OCC=C(C)C(=O)O[O] ," InChI=1S/C5H7O4/c1-4(2-3-6)5(7)9-8/h2,6H,3H2,1H3 ",C5H7O4,3252
C57AO2, OCC(C(C=O)(O)C)O[O] ," InChI=1S/C5H9O5/c1-5(8,3-7)4(2-6)10-9/h3-4,6,8H,2H2,1H3 ",C5H9O5,3253
C57O2, OCC(O)C(C)(O[O])C=O ," InChI=1S/C5H9O5/c1-5(3-7,10-9)4(8)2-6/h3-4,6,8H,2H2,1H3 ",C5H9O5,3254
NC4OOA, OCC(ON(=O)=O)C(=[O+][O-])C ," InChI=1S/C4H7NO6/c1-3(11-9)4(2-6)10-5(7)8/h4,6H,2H2,1H3 ",C4H7NO6,3255
INDO2, OCC(ON(=O)=O)C(C)(CO)O[O] ," InChI=1S/C5H10NO7/c1-5(3-8,13-11)4(2-7)12-6(9)10/h4,7-8H,2-3H2,1H3 ",C5H10NO7,3256
C59O2, OCC(=O)C(C)(CO)O[O] ," InChI=1S/C5H9O5/c1-5(3-7,10-9)4(8)2-6/h6-7H,2-3H2,1H3 ",C5H9O5,3257
INAOOH, OCC(C)(OO)C(O)CON(=O)=O ," InChI=1S/C5H11NO7/c1-5(3-7,13-11)4(8)2-12-6(9)10/h4,7-8,11H,2-3H2,1H3 ",C5H11NO7,3258
INANO3, OCC(C)(ON(=O)=O)C(O)CON(=O)=O ," InChI=1S/C5H10N2O8/c1-5(3-8,15-7(12)13)4(9)2-14-6(10)11/h4,8-9H,2-3H2,1H3 ",C5H10N2O8,3259
INAO, OCC(C)([O])C(O)CON(=O)=O ," InChI=1S/C5H10NO6/c1-5(9,3-7)4(8)2-12-6(10)11/h4,7-8H,2-3H2,1H3 ",C5H10NO6,3260
INAOH, OCC(C)(O)C(O)CON(=O)=O ," InChI=1S/C5H11NO6/c1-5(9,3-7)4(8)2-12-6(10)11/h4,7-9H,2-3H2,1H3 ",C5H11NO6,3261
NC41OO, OC(C(=[O+][O-])C)CON(=O)=O ," InChI=1S/C4H7NO6/c1-3(11-9)4(6)2-10-5(7)8/h4,6H,2H2,1H3 ",C4H7NO6,3262
C58OOH, O=CC(O)C(C)(CO)OO ," InChI=1S/C5H10O5/c1-5(3-7,10-9)4(8)2-6/h2,4,7-9H,3H2,1H3 ",C5H10O5,3263
C58NO3, O=CC(O)C(C)(CO)ON(=O)=O ," InChI=1S/C5H9NO6/c1-5(3-8,4(9)2-7)12-6(10)11/h2,4,8-9H,3H2,1H3 ",C5H9NO6,3264
C58O, O=CC(O)C(C)([O])CO ," InChI=1S/C5H9O4/c1-5(9,3-7)4(8)2-6/h2,4,7-8H,3H2,1H3 ",C5H9O4,3265
C58OH, O=CC(O)C(C)(O)CO ," InChI=1S/C5H10O4/c1-5(9,3-7)4(8)2-6/h2,4,7-9H,3H2,1H3 ",C5H10O4,3266
HC4CO3H, CC(=C)C(C(=O)OO)O ," InChI=1S/C5H8O4/c1-3(2)4(6)5(7)9-8/h4,6,8H,1H2,2H3 ",C5H8O4,3267
HC4PAN, [O-][N+](=O)OOC(=O)C(C(=C)C)O ," InChI=1S/C5H7NO6/c1-3(2)4(7)5(8)11-12-6(9)10/h4,7H,1H2,2H3 ",C5H7NO6,3268
CO2C3CO2H, CC(=O)CC(=O)O ," InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7) ",C4H6O3,3269
CO24C4CHO, O=CC(=O)CC(=O)C ," InChI=1S/C5H6O3/c1-4(7)2-5(8)3-6/h3H,2H2,1H3 ",C5H6O3,3270
C524O2, OCC(=C)C(CO)O[O] ," InChI=1S/C5H9O4/c1-4(2-6)5(3-7)9-8/h5-7H,1-3H2 ",C5H9O4,3271
ALCOMOXOOH, OOCOC(=O)C=O ," InChI=1S/C3H4O5/c4-1-3(5)7-2-8-6/h1,6H,2H2 ",C3H4O5,3272
CHOCOMOXO, [O]COC(=O)C=O ," InChI=1S/C3H3O4/c4-1-3(6)7-2-5/h1H,2H2 ",C3H3O4,3273
ACETMECO3H, CC(=O)OCC(=O)OO ," InChI=1S/C4H6O5/c1-3(5)8-2-4(6)9-7/h7H,2H2,1H3 ",C4H6O5,3274
ACETMEPAN, O=C(COC(=O)C)OON(=O)=O ," InChI=1S/C4H5NO7/c1-3(6)10-2-4(7)11-12-5(8)9/h2H2,1H3 ",C4H5NO7,3275
HOACETEOOH, OOC(C)OC(=O)CO ," InChI=1S/C4H8O5/c1-3(9-7)8-4(6)2-5/h3,5,7H,2H2,1H3 ",C4H8O5,3276
HOACETETO, OCC(=O)OC(C)[O] ," InChI=1S/C4H7O4/c1-3(6)8-4(7)2-5/h3,5H,2H2,1H3 ",C4H7O4,3277
MECOACEOOH, CC(=O)OC(=O)COO ," InChI=1S/C4H6O5/c1-3(5)9-4(6)2-8-7/h7H,2H2,1H3 ",C4H6O5,3278
MECOACETO, CC(=O)OC(=O)C[O] ," InChI=1S/C4H5O4/c1-3(6)8-4(7)2-5/h2H2,1H3 ",C4H5O4,3279
ACPRONEOOH, OOC(OC(=O)C)C(=O)C ," InChI=1S/C5H8O5/c1-3(6)5(10-8)9-4(2)7/h5,8H,1-2H3 ",C5H8O5,3280
ACPRONEO, CC(=O)OC([O])C(=O)C ," InChI=1S/C5H7O4/c1-3(6)5(8)9-4(2)7/h5H,1-2H3 ",C5H7O4,3281
ACECOCOCH3, CC(=O)OC(=O)C(=O)C , InChI=1S/C5H6O4/c1-3(6)5(8)9-4(2)7/h1-2H3 ,C5H6O4,3282
ACPRONEOH, CC(=O)OC(O)C(=O)C ," InChI=1S/C5H8O4/c1-3(6)5(8)9-4(2)7/h5,8H,1-2H3 ",C5H8O4,3283
ACCOETOOH, CC(=O)OC(=O)CCOO ," InChI=1S/C5H8O5/c1-4(6)10-5(7)2-3-9-8/h8H,2-3H2,1H3 ",C5H8O5,3284
ACCOETO, CC(=O)OC(=O)CC[O] ," InChI=1S/C5H7O4/c1-4(7)9-5(8)2-3-6/h2-3H2,1H3 ",C5H7O4,3285
ACETC2CO2H, OC(=O)CCOC(=O)C ," InChI=1S/C5H8O4/c1-4(6)9-3-2-5(7)8/h2-3H2,1H3,(H,7,8) ",C5H8O4,3286
ACETC2CO3H, OOC(=O)CCOC(=O)C ," InChI=1S/C5H8O5/c1-4(6)9-3-2-5(7)10-8/h8H,2-3H2,1H3 ",C5H8O5,3287
ACETC2PAN, O=C(CCOC(=O)C)OON(=O)=O ," InChI=1S/C5H7NO7/c1-4(7)11-3-2-5(8)12-13-6(9)10/h2-3H2,1H3 ",C5H7NO7,3288
IPRACBCO2H, CC(=O)OC(C)C(=O)O ," InChI=1S/C5H8O4/c1-3(5(7)8)9-4(2)6/h3H,1-2H3,(H,7,8) ",C5H8O4,3289
IPRACBCO3H, CC(OC(=O)C)C(=O)OO ," InChI=1S/C5H8O5/c1-3(5(7)10-8)9-4(2)6/h3,8H,1-2H3 ",C5H8O5,3290
IPRACBPAN, O=N(=O)OOC(=O)C(C)OC(=O)C ," InChI=1S/C5H7NO7/c1-3(11-4(2)7)5(8)12-13-6(9)10/h3H,1-2H3 ",C5H7NO7,3291
